Country (current borders);NUTS-Codes;Region;GDP_1900;GDP_1910;GDP_1925;GDP_1938;GDP_1950;GDP_1960;GDP_1970;GDP_1980;GDP_1990;GDP_2000;GDP_2010;GDP_2015;GDP_11_1900;GDP_11_1910;GDP_11_1925;GDP_11_1938;GDP_11_1950;GDP_11_1960;GDP_11_1970;GDP_11_1980;GDP_11_1990;GDP_11_2000;GDP_11_2010;GDP_11_2015;AREA;POP_1900;POP_1910;POP_1925;POP_1938;POP_1950;POP_1960;POP_1970;POP_1980;POP_1990;POP_2000;POP_2010;POP_2015;AGSH_1900;AGSH_1910;AGSH_1925;AGSH_1938;AGSH_1950;AGSH_1960;AGSH_1970;AGSH_1980;AGSH_1990;AGSH_2000;AGSH_2010;AGSH_2015;INDSH_1900;INDSH_1910;INDSH_1925;INDSH_1938;INDSH_1950;INDSH_1960;INDSH_1970;INDSH_1980;INDSH_1990;INDSH_2000;INDSH_2010;INDSH_2015;SERSH_1900;SERSH_1910;SERSH_1925;SERSH_1938;SERSH_1950;SERSH_1960;SERSH_1970;SERSH_1980;SERSH_1990;SERSH_2000;SERSH_2010;SERSH_2015
France;FR62;Midi-Pyrénées;4932;5516;6472;6770;7762;12104;20665;28355;38354;47591;53560;59534;7007;8177;8190;8536;10344;16770;30711;43002;51507;71363;89456;105947;45348;2269;2152;1943;1955;1975;2061;2268;2325;2431;2582;2903;3005;0,615;0,569;0,63;0,452;0,526;0,383;0,252;0,164;0,106;0,065;0,042;0,04;0,227;0,295;0,208;0,282;0,24;0,293;0,326;0,3;0,267;0,22;0,208;0,184;0,157;0,135;0,162;0,265;0,234;0,324;0,423;0,536;0,627;0,715;0,75;0,776
France;FR63;Limousin;2055;2460;2755;2535;2775;4091;7377;8440;10770;12096;11848;12264;2920;3646;3487;3196;3699;5667;10963;12799;14464;18139;19788;21826;16942;973;962;834;782;740;734;739;737;723;714;741;737;0,666;0,658;0,682;0,516;0,567;0,436;0,301;0,191;0,122;0,077;0,057;0,048;0,21;0,224;0,189;0,256;0,215;0,269;0,317;0,319;0,281;0,24;0,211;0,173;0,126;0,116;0,129;0,228;0,218;0,295;0,382;0,49;0,596;0,683;0,733;0,779
France;FR71;Rhône-Alpes;10094;10604;14713;16008;19516;32597;52400;73291;98965;121721;132636;144027;14340;15718;18618;20183;26007;45161;77874;111148;132904;182521;221529;256314;43698;3578;3580;3533;3646;3630;4019;4781;5016;5351;5701;6284;6522;0,458;0,434;0,397;0,268;0,306;0,19;0,108;0,065;0,04;0,027;0,019;0,02;0,355;0,384;0,393;0,44;0,409;0,455;0,468;0,412;0,353;0,279;0,245;0,213;0,187;0,183;0,21;0,292;0,285;0,355;0,424;0,524;0,607;0,694;0,736;0,767
France;FR72;Auvergne;3366;3256;4350;4707;5396;8197;12765;15540;20376;22743;22856;24600;4782;4826;5505;5935;7191;11357;18970;23567;27363;34104;38174;43778;26013;1511;1464;1326;1292;1247;1273;1330;1333;1321;1313;1351;1364;0,628;0,598;0,605;0,435;0,481;0,354;0,237;0,155;0,106;0,072;0,055;0,05;0,227;0,261;0,233;0,319;0,264;0,324;0,37;0,363;0,316;0,27;0,243;0,209;0,145;0,142;0,161;0,245;0,255;0,323;0,393;0,482;0,577;0,658;0,702;0,741
France;FR81;Languedoc-Roussillon;3969;4000;5260;6141;5287;8078;16191;22687;30265;37961;43434;45952;5639;5930;6656;7743;7046;11191;24062;34406;40644;56923;72544;81777;27376;1535;1531;1522;1518;1449;1555;1789;1927;2115;2327;2670;2779;0,513;0,514;0,526;0,355;0,435;0,316;0,214;0,138;0,088;0,059;0,041;0,044;0,262;0,287;0,25;0,292;0,246;0,28;0,295;0,265;0,22;0,173;0,166;0,144;0,225;0,197;0,224;0,353;0,319;0,403;0,491;0,598;0,692;0,768;0,793;0,812
France;FR82;Provence-Alpes-Côte d'Azur;5607;6436;10728;10537;12276;17940;33110;56944;71847;88579;99087;103010;7966;9540;13576;13285;16360;24855;49206;86359;96486;132825;165495;183318;31400;1774;1928;2098;2399;2415;2819;3676;3965;4258;4542;4916;5007;0,354;0,323;0,227;0,24;0,211;0,139;0,088;0,057;0,038;0,028;0,018;0,016;0,313;0,391;0,299;0,378;0,313;0,334;0,336;0,283;0,23;0,172;0,165;0,144;0,333;0,284;0,474;0,382;0,476;0,527;0,576;0,661;0,732;0,8;0,817;0,839
France;FR83;Corse;350;429;563;562;635;1080;1658;2750;3504;4300;5508;5818;498;636;713;709;846;1497;2463;4171;4706;6448;9199;10353;8680;295;291;288;278;247;181;226;240;250;265;314;327;.;.;.;.;0,505;0,356;0,245;0,156;0,083;0,051;0,029;0,036;.;.;.;.;0,151;0,207;0,25;0,235;0,189;0,154;0,169;0,169;.;.;.;.;0,345;0,437;0,506;0,608;0,729;0,795;0,801;0,795
Germany;DE11;Stuttgart, Regierungsbezirk;3974;5522;6202;9751;11939;28830;45739;60694;78337;92665;100358;114107;4842;7286;6508;11962;16949;45888;72111;94303;122785;166144;200197;244566;10558;1313;1494;1686;1860;2435;3038;3496;3459;3717;3874;3902;4032;0,411;0,391;0,375;0,295;0,219;0,129;0,067;0,042;0,029;0,016;0,012;0,01;0,36;0,392;0,407;0,455;0,49;0,556;0,574;0,505;0,462;0,366;0,324;0,327;0,23;0,217;0,218;0,25;0,291;0,314;0,359;0,452;0,509;0,619;0,665;0,663
Germany;DE12;Karlsruhe, Regierungsbezirk;3579;5397;5776;8357;9286;19345;32973;40031;51668;57966;62894;66673;4360;7121;6061;10252;13182;30790;51983;62199;80983;103931;125462;142900;6919;840;1048;1194;1317;1473;1697;1910;2380;2558;2646;2673;2738;0,339;0,289;0,28;0,23;0,194;0,117;0,044;0,033;0,021;0,009;0,007;0,006;0,4;0,442;0,438;0,521;0,459;0,511;0,53;0,457;0,4;0,321;0,281;0,273;0,261;0,268;0,283;0,249;0,348;0,372;0,426;0,509;0,579;0,67;0,713;0,721
Germany;DE13;Freiburg, Regierungsbezirk;2779;3772;3435;5871;5930;10930;18683;26793;33073;40122;43765;46466;3385;4977;3604;7201;8418;17397;29455;41630;51838;71937;87303;99590;9357;903;1027;1118;1234;1339;1626;1868;1851;1992;2102;2142;2205;0,504;0,49;0,46;0,338;0,34;0,212;0,107;0,076;0,049;0,023;0,017;0,015;0,301;0,316;0,336;0,341;0,379;0,467;0,503;0,452;0,41;0,352;0,317;0,312;0,195;0,195;0,204;0,321;0,281;0,322;0,39;0,472;0,541;0,625;0,666;0,674
Germany;DE14;Tübingen, Regierungsbezirk;2124;2836;2877;4541;5101;8698;15273;21671;28746;34801;39479;42403;2588;3742;3019;5570;7241;13845;24079;33672;45057;62396;78753;90883;8918;799;895;966;1066;1184;1398;1622;1499;1637;1737;1763;1806;0,532;0,522;0,507;0,412;0,348;0,213;0,115;0,079;0,05;0,029;0,022;0,019;0,309;0,327;0,346;0,393;0,433;0,533;0,564;0,476;0,435;0,363;0,334;0,336;0,159;0,151;0,147;0,196;0,218;0,254;0,321;0,445;0,515;0,608;0,643;0,645
Germany;DE21;Oberbayern, Regierungsbezirk;3898;4887;5869;9144;10681;23342;44526;67229;92511;109821;123170;141562;4748;6447;6159;11216;15163;37152;70199;104458;145001;196904;245702;303409;17530;1249;1467;1664;1816;2456;2755;3242;3643;3721;4034;4346;4547;0,396;0,398;0,33;0,267;0,232;0,145;0,085;0,06;0,039;0,023;0,018;0,015;0,291;0,276;0,329;0,332;0,364;0,417;0,433;0,355;0,318;0,249;0,215;0,219;0,313;0,325;0,34;0,401;0,404;0,438;0,482;0,585;0,643;0,729;0,767;0,766
Germany;DE22;Niederbayern, Regierungsbezirk;1426;1654;1434;2396;3944;4719;7937;11698;16463;20299;24318;25633;1737;2182;1504;2939;5600;7512;12513;18176;25804;36395;48510;54939;10329;682;711;756;825;1081;962;1012;997;1057;1170;1189;1205;0,683;0,704;0,662;0,596;0,49;0,394;0,26;0,178;0,108;0,059;0,046;0,038;0,17;0,163;0,191;0,209;0,295;0,356;0,424;0,392;0,402;0,359;0,331;0,331;0,146;0,133;0,148;0,195;0,215;0,25;0,316;0,43;0,49;0,581;0,623;0,632
Germany;DE23;Oberpfalz, Regierungsbezirk;1092;1448;1440;2115;3421;4997;8232;10709;14916;19818;23064;24534;1330;1910;1511;2595;4857;7954;12979;16638;23379;35532;46009;52583;9690;557;587;629;687;897;890;956;966;991;1074;1081;1089;0,629;0,636;0,575;0,508;0,404;0,279;0,172;0,121;0,077;0,042;0,032;0,025;0,217;0,215;0,252;0,269;0,34;0,429;0,468;0,402;0,395;0,35;0,333;0,339;0,153;0,149;0,173;0,223;0,256;0,291;0,36;0,477;0,527;0,608;0,635;0,635
Germany;DE24;Oberfranken, Regierungsbezirk;1525;2036;2275;3921;5067;7406;11252;13489;18004;18842;20709;21109;1858;2687;2387;4810;7193;11788;17739;20958;28220;33783;41312;45244;7232;674;736;758;827;1116;1087;1116;1052;1056;1114;1076;1062;0,477;0,475;0,424;0,37;0,275;0,198;0,126;0,088;0,058;0,026;0,02;0,017;0,358;0,362;0,411;0,42;0,478;0,537;0,557;0,488;0,454;0,375;0,323;0,321;0,166;0,163;0,165;0,21;0,247;0,266;0,318;0,424;0,488;0,6;0,657;0,662
Germany;DE25;Mittelfranken, Regierungsbezirk;2381;3445;3779;5521;5563;10771;17833;22994;30074;34415;37966;40868;2900;4546;3966;6772;7897;17143;28114;35727;47138;61705;75735;87591;7245;787;924;998;1089;1284;1374;1485;1518;1566;1683;1710;1726;0,406;0,39;0,332;0,272;0,254;0,172;0,115;0,066;0,042;0,02;0,015;0,012;0,367;0,386;0,426;0,437;0,43;0,491;0,508;0,431;0,39;0,316;0,279;0,278;0,227;0,224;0,243;0,291;0,316;0,337;0,377;0,503;0,568;0,664;0,706;0,71
Germany;DE26;Unterfranken, Regierungsbezirk;1473;2250;2332;3672;4194;6818;10959;14260;19423;24844;27411;28262;1795;2969;2447;4505;5954;10852;17278;22157;30443;44544;54680;60573;8531;657;715;763;832;1038;1090;1181;1193;1235;1334;1322;1307;0,58;0,587;0,543;0,472;0,388;0,262;0,135;0,097;0,058;0,026;0,02;0,017;0,221;0,218;0,263;0,283;0,355;0,441;0,499;0,423;0,399;0,341;0,306;0,303;0,199;0,196;0,194;0,246;0,257;0,297;0,366;0,48;0,544;0,633;0,674;0,68
Germany;DE27;Schwaben, Regierungsbezirk;2148;2630;2653;4220;5538;9571;16225;20052;27053;32389;36933;39486;2617;3470;2784;5176;7862;15234;25580;31155;42402;58073;73675;84629;9994;754;825;880;960;1312;1358;1487;1529;1594;1746;1785;1832;0,512;0,535;0,507;0,439;0,342;0,235;0,154;0,106;0,067;0,042;0,031;0,025;0,284;0,275;0,302;0,318;0,392;0,461;0,485;0,416;0,402;0,344;0,315;0,316;0,204;0,19;0,192;0,243;0,266;0,304;0,361;0,478;0,531;0,614;0,653;0,659
Germany;DE30;Berlin;11095;18322;22122;32741;13103;24782;35590;46250;41751;61987;67016;72674;13517;24175;23212;40162;18602;39445;56110;71862;65440;111139;133685;155762;892;2605;3632;4024;4322;3336;3269;3208;3051;3400;3387;3443;3491;0,095;0,014;0,009;0,008;0,018;0,009;0,008;0,004;0,003;0,001;0;0;0,468;0,537;0,509;0,475;0,491;0,508;0,45;0,347;0,343;0,177;0,125;0,12;0,436;0,45;0,482;0,517;0,49;0,483;0,541;0,649;0,654;0,822;0,875;0,88
Germany;DE40;Brandenburg;4755;6335;6781;11955;8772;14229;19099;26403;19535;33350;37029;38218;5793;8359;7116;14665;12454;22648;30111;41024;30619;59796;73866;81913;29484;1729;1879;2049;2391;2746;2655;2660;2667;2602;2601;2512;2473;0,319;0,26;0,407;0,309;0,341;0,252;0,185;0,145;0,147;0,032;0,029;0,028;0,376;0,406;0,355;0,383;0,363;0,506;0,454;0,477;0,438;0,274;0,221;0,221;0,305;0,334;0,238;0,307;0,296;0,242;0,361;0,378;0,415;0,693;0,75;0,751
Germany;DE50;Bremen;981;1345;2079;2883;2553;7199;10894;14093;15634;16898;17851;18490;1195;1774;2181;3537;3624;11458;17175;21897;24505;30297;35609;39629;419;222;298;411;445;559;706;723;695;674;663;662;666;0,067;0,07;0,038;0,031;0,036;0,019;0,016;0,005;0,004;0,002;0,002;0,001;0,426;0,425;0,395;0,459;0,416;0,415;0,378;0,333;0,294;0,239;0,192;0,194;0,507;0,505;0,567;0,51;0,548;0,566;0,606;0,663;0,702;0,759;0,806;0,805
Germany;DE60;Hamburg;4251;5671;7901;10542;8405;24958;34681;40651;47795;58115;62317;63959;5179;7483;8291;12931;11932;39725;54676;63161;74913;104197;124311;137082;755;969;1256;1483;1698;1606;1832;1794;1649;1626;1705;1774;1773;0,029;0,024;0,022;0,025;0,027;0,015;0,012;0,009;0,007;0,003;0,003;0,002;0,393;0,407;0,376;0,384;0,385;0,395;0,358;0,283;0,229;0,169;0,13;0,128;0,578;0,569;0,602;0,59;0,588;0,59;0,629;0,708;0,764;0,828;0,867;0,87
Germany;DE71+DE72;Darmstadt and Giessen;5171;7631;8192;13128;14917;31154;53522;75604;106405;120453;123673;175019;6299;10068;8596;16104;21176;49586;84380;117470;166778;215968;246706;375119;12826;1791;2169;2317;2968;3063;3558;4033;4304;4473;4783;4837;5661;0,311;0,269;0,278;0,25;0,202;0,104;0,045;0,032;0,018;0,009;0,008;0,005;0,393;0,429;0,425;0,431;0,426;0,482;0,5;0,391;0,342;0,246;0,204;0,165;0,296;0,302;0,297;0,319;0,373;0,414;0,455;0,576;0,639;0,745;0,789;0,83
Germany;DE73;Kassel, Regierungsbezirk;1924;2804;2975;4522;3810;7957;12597;16327;21254;22802;24153;24196;2345;3700;3122;5547;5409;12666;19861;25368;33313;40884;48182;51859;8289;709;790;867;1111;1261;1256;1349;1401;1188;1269;1225;1208;0,464;0,462;0,44;0,405;0,343;0,232;0,122;0,085;0,049;0,025;0,019;0,016;0,305;0,32;0,322;0,333;0,357;0,419;0,452;0,381;0,359;0,297;0,268;0,271;0,231;0,218;0,238;0,262;0,301;0,349;0,426;0,535;0,592;0,678;0,713;0,713
Germany;DE80;Mecklenburg-Vorpommern;2910;3511;3424;7195;7843;11376;14345;19840;13204;22199;23482;23336;3545;4632;3593;8826;11134;18107;22616;30827;20696;39801;46843;50016;23194;1357;1431;1516;1773;2253;2107;2095;2101;1964;1789;1651;1609;0,472;0,466;0,463;0,396;0,475;0,346;0,249;0,199;0,19;0,034;0,031;0,031;0,257;0,26;0,24;0,261;0,243;0,382;0,334;0,365;0,338;0,234;0,189;0,185;0,271;0,274;0,297;0,343;0,282;0,272;0,417;0,436;0,473;0,732;0,78;0,784
Germany;DE91+DE92;Statistische Regionen Braunschweig und Hannover;4348;5472;6458;11062;12758;24859;36761;52865;62230;70208;75826;59612;5297;7220;6776;13569;18112;39567;57957;82138;97538;125880;151258;127767;17148;1676;1901;1977;2208;3274;3253;3363;3689;3647;3822;3759;3198;0,343;0,347;0,315;0,258;0,221;0,128;0,07;0,051;0,033;0,017;0,014;0,022;0,391;0,392;0,406;0,402;0,412;0,474;0,48;0,4;0,352;0,283;0,236;0,237;0,266;0,261;0,279;0,34;0,367;0,397;0,45;0,549;0,615;0,701;0,75;0,741
Germany;DE93;Statistische Region Lüneburg;2165;2581;2506;4263;5852;9614;15298;15169;18694;23458;24437;24977;2638;3405;2630;5229;8307;15301;24119;23569;29300;42059;48748;53533;15495;808;916;876;1110;1646;1534;1691;1451;1467;1661;1694;1688;0,541;0,541;0,575;0,503;0,391;0,263;0,148;0,126;0,082;0,043;0,043;0,042;0,259;0,273;0,243;0,261;0,301;0,388;0,423;0,301;0,271;0,244;0,207;0,204;0,2;0,186;0,181;0,236;0,308;0,349;0,429;0,574;0,647;0,713;0,75;0,753
Germany;DE94;Statistische Region Weser-Ems;2373;2653;3377;6285;6814;13184;17367;27383;33897;41103;45673;46618;2891;3500;3544;7710;9674;20985;27380;42547;53130;73696;91110;99916;14971;883;1009;1162;1265;1877;1854;2029;2107;2170;2416;2476;2476;0,517;0,52;0,508;0,432;0,373;0,257;0,144;0,109;0,075;0,039;0,038;0,037;0,261;0,268;0,239;0,249;0,317;0,382;0,415;0,359;0,324;0,282;0,256;0,251;0,222;0,212;0,252;0,319;0,311;0,361;0,441;0,532;0,6;0,68;0,707;0,712
Germany;DEA1;Düsseldorf, Regierungsbezirk;8187;13703;16725;23411;20618;51711;77309;85816;93704;109704;119989;119385;9974;18081;17549;28718;29271;82306;121882;133337;146870;196695;239356;255879;5291;2518;3419;3866;4083;4302;5376;5626;5209;5168;5264;5173;5139;0,127;0,101;0,078;0,064;0,061;0,03;0,02;0,013;0,012;0,008;0,008;0,008;0,613;0,632;0,61;0,587;0,583;0,583;0,553;0,445;0,375;0,264;0,212;0,209;0,26;0,267;0,312;0,349;0,356;0,386;0,427;0,541;0,613;0,728;0,78;0,783
Germany;DEA2;Köln, Regierungsbezirk;5332;7710;8982;12009;11126;27285;42572;60486;70412;90342;97155;100891;6496;10172;9424;14731;15795;43428;67117;93981;110363;161979;193807;216241;7365;1558;1869;2123;2242;2443;3063;3429;3914;3963;4264;4383;4388;0,253;0,217;0,183;0,151;0,136;0,063;0,031;0,018;0,015;0,008;0,007;0,006;0,457;0,489;0,47;0,461;0,488;0,508;0,484;0,399;0,339;0,239;0,189;0,186;0,29;0,294;0,347;0,388;0,377;0,428;0,485;0,583;0,647;0,754;0,804;0,808
Germany;DEA3;Münster, Regierungsbezirk;2373;3956;5367;7816;8460;16620;23587;30832;36561;42599;48356;47425;2891;5219;5632;9588;12010;26453;37187;47905;57305;76379;96461;101646;6911;729;1019;1492;1598;1910;2259;2402;2412;2438;2609;2598;2596;0,352;0,293;0,24;0,222;0,181;0,107;0,063;0,045;0,036;0,019;0,017;0,016;0,443;0,521;0,525;0,499;0,536;0,558;0,528;0,444;0,384;0,289;0,241;0,239;0,205;0,187;0,235;0,278;0,282;0,336;0,409;0,511;0,58;0,691;0,741;0,745
Germany;DEA4;Detmold, Regierungsbezirk;2122;2803;3832;5557;7083;12023;19415;24719;30494;39244;41367;42026;2585;3698;4021;6817;10055;19136;30610;38408;47796;70363;82520;90074;6523;760;879;970;1152;1500;1606;1737;1814;1850;2049;2043;2042;0,411;0,4;0,348;0,324;0,223;0,147;0,072;0,05;0,037;0,014;0,012;0,011;0,368;0,396;0,439;0,421;0,462;0,527;0,539;0,47;0,429;0,344;0,288;0,286;0,221;0,204;0,213;0,255;0,315;0,327;0,389;0,48;0,534;0,642;0,7;0,703
Germany;DEA5;Arnsberg, Regierungsbezirk;5097;7922;9672;13103;13442;29264;43149;52306;58997;64439;68936;68149;6209;10453;10149;16073;19082;46578;68027;81271;92472;115536;137516;146064;8008;1721;2368;2513;3403;3042;3598;3721;3691;3685;3814;3676;3579;0,151;0,132;0,117;0,107;0,093;0,053;0,025;0,02;0,016;0,007;0,007;0,006;0,632;0,645;0,611;0,573;0,59;0,604;0,58;0,495;0,431;0,337;0,279;0,275;0,217;0,223;0,272;0,32;0,317;0,344;0,395;0,485;0,553;0,656;0,714;0,719
Germany;DEB1;Statistische Region Koblenz;2712;3837;3757;4961;4714;7564;12724;16446;19716;24951;26887;27229;3304;5063;3942;6085;6692;12040;20061;25553;30903;44736;53635;58360;8073;883;974;1006;1062;1140;1268;1354;1363;1377;1516;1491;1486;0,481;0,487;0,469;0,417;0,373;0,222;0,098;0,065;0,044;0,019;0,016;0,014;0,3;0,308;0,306;0,312;0,335;0,406;0,439;0,376;0,341;0,295;0,265;0,268;0,218;0,206;0,224;0,271;0,293;0,372;0,464;0,559;0,615;0,687;0,72;0,718
Germany;DEB2;Statistische Region Trier;987;1221;1452;1896;1689;2264;4165;5731;6878;7866;8664;8784;1203;1612;1524;2326;2398;3603;6566;8904;10781;14103;17283;18826;4924;352;388;417;440;429;459;482;471;478;512;514;525;0,649;0,682;0,643;0,586;0,553;0,384;0,223;0,141;0,095;0,046;0,034;0,03;0,197;0,193;0,17;0,182;0,209;0,282;0,343;0,318;0,301;0,282;0,261;0,263;0,154;0,125;0,187;0,232;0,238;0,334;0,434;0,541;0,604;0,672;0,706;0,707
Germany;DEB3;Statistische Region Rheinhessen-Pfalz;2785;4155;5013;7481;6193;11201;21867;27173;31333;36445;39408;41221;3393;5482;5261;9177;8791;17828;34475;42220;49110;65344;78613;88349;6851;1060;1197;1316;1434;1436;1690;1809;1805;1847;2003;2008;2025;0,379;0,373;0,34;0,297;0,298;0,17;0,085;0,061;0,044;0,027;0,025;0,024;0,373;0,389;0,423;0,42;0,414;0,479;0,507;0,432;0,386;0,301;0,256;0,251;0,248;0,238;0,237;0,283;0,288;0,351;0,408;0,507;0,571;0,672;0,718;0,725
Germany;Dec 00;Saarland;1590;2613;3031;3997;3503;7691;11021;14048;16419;18954;20163;20503;1937;3447;3180;4903;4973;12241;17375;21827;25735;33983;40221;43944;2569;543;710;805;824;955;1073;1120;1068;1065;1072;1023;995;0,229;0,197;0,134;0,145;0,15;0,084;0,024;0,022;0,013;0,006;0,005;0,005;0,561;0,577;0,591;0,524;0,554;0,542;0,517;0,449;0,39;0,319;0,279;0,276;0,21;0,227;0,275;0,331;0,296;0,374;0,46;0,529;0,598;0,676;0,716;0,719
Germany;DED2;Dresden, NUTS 2-Region;4369;5987;8082;12081;5870;11462;15277;19722;13175;22006;24591;26068;5323;7899;8481;14819;8334;18243;24085;30643;20651;39456;49055;55873;7931;1502;1778;1831;1902;1981;1885;1873;1806;1765;1725;1631;1602;0,108;0,077;0,085;0,075;0,178;0,116;0,095;0,078;0,074;0,021;0,016;0,015;0,7;0,723;0,706;0,675;0,506;0,656;0,571;0,572;0,539;0,296;0,255;0,256;0,192;0,2;0,209;0,25;0,316;0,227;0,335;0,35;0,387;0,683;0,729;0,73
Germany;DED4;Chemnitz, NUTS 2-Region;5574;6984;8765;11928;7573;12848;17554;21900;10679;20596;22198;22131;6791;9215;9197;14631;10751;20450;27675;34027;16739;36928;44282;47434;6524;1830;2106;2163;2259;2334;2112;2048;1930;1779;1639;1540;1472;0,231;0,201;0,199;0,148;0,099;0,083;0,066;0,058;0,051;0,023;0,017;0,015;0,493;0,506;0,524;0,522;0,668;0,732;0,642;0,629;0,595;0,348;0,315;0,317;0,276;0,293;0,277;0,331;0,233;0,184;0,292;0,313;0,354;0,629;0,668;0,667
Germany;DED5;Leipzig, NUTS 2-Region;3099;4273;5549;8033;4677;9098;12319;14910;8741;13860;15783;17742;3775;5638;5822;9854;6640;14480;19422;23166;13701;24850;31485;38026;3965;1022;1230;1307;1358;1652;1519;1491;1412;1249;1096;997;1005;0,169;0,126;0,124;0,107;0,159;0,123;0,093;0,084;0,082;0,016;0,014;0,011;0,507;0,545;0,543;0,51;0,517;0,635;0,554;0,544;0,503;0,252;0,201;0,192;0,324;0,329;0,332;0,383;0,325;0,242;0,353;0,372;0,415;0,732;0,785;0,797
Germany;DEE0;Sachsen-Anhalt;6427;7708;9334;17078;10734;19287;25238;33049;19449;32040;34319;32905;7829;10171;9794;20949;15238;30699;39789;51350;30484;57447;68461;70525;20450;2672;2924;3058;3340;3641;3347;3243;3101;2965;2649;2356;2249;0,372;0,364;0,331;0,279;0,266;0,199;0,145;0,118;0,118;0,026;0,022;0,021;0,381;0,394;0,413;0,425;0,437;0,578;0,514;0,52;0,484;0,288;0,254;0,251;0,247;0,242;0,255;0,296;0,297;0,223;0,341;0,362;0,398;0,687;0,724;0,727
Germany;DEF0;Schleswig-Holstein;3402;4146;4389;7229;8752;15155;23696;33681;40232;47922;49131;50109;4145;5471;4606;8868;12425;24121;37359;52332;63059;85922;98008;107399;15800;1210;1388;1470;1539;2595;2317;2494;2605;2595;2777;2832;2848;0,355;0,332;0,333;0,293;0,254;0,161;0,094;0,072;0,047;0,027;0,027;0,028;0,308;0,324;0,323;0,318;0,351;0,393;0,372;0,302;0,269;0,227;0,195;0,196;0,337;0,344;0,344;0,389;0,395;0,447;0,534;0,626;0,683;0,747;0,778;0,776
