Country (current borders);NUTS-Codes;Region;GDP_1900;GDP_1910;GDP_1925;GDP_1938;GDP_1950;GDP_1960;GDP_1970;GDP_1980;GDP_1990;GDP_2000;GDP_2010;GDP_2015;GDP_11_1900;GDP_11_1910;GDP_11_1925;GDP_11_1938;GDP_11_1950;GDP_11_1960;GDP_11_1970;GDP_11_1980;GDP_11_1990;GDP_11_2000;GDP_11_2010;GDP_11_2015;AREA;POP_1900;POP_1910;POP_1925;POP_1938;POP_1950;POP_1960;POP_1970;POP_1980;POP_1990;POP_2000;POP_2010;POP_2015;AGSH_1900;AGSH_1910;AGSH_1925;AGSH_1938;AGSH_1950;AGSH_1960;AGSH_1970;AGSH_1980;AGSH_1990;AGSH_2000;AGSH_2010;AGSH_2015;INDSH_1900;INDSH_1910;INDSH_1925;INDSH_1938;INDSH_1950;INDSH_1960;INDSH_1970;INDSH_1980;INDSH_1990;INDSH_2000;INDSH_2010;INDSH_2015;SERSH_1900;SERSH_1910;SERSH_1925;SERSH_1938;SERSH_1950;SERSH_1960;SERSH_1970;SERSH_1980;SERSH_1990;SERSH_2000;SERSH_2010;SERSH_2015
Spain;ES61;Andalucía;5495;7032;8174;6775;8925;12323;27412;43193;60244;82347;124250;104793;11870;15132;18018;13272;17010;21791;39767;62239;82992;141550;201082;210654;87598;3549;3805;4395;4992;5613;5882;5987;6393;6959;7372;8393;8392;0,699;0,667;0,59;0,588;0,582;0,494;0,373;0,269;0,168;0,129;0,105;0,075;0,149;0,164;0,197;0,167;0,163;0,202;0,247;0,247;0,249;0,223;0,159;0,142;0,151;0,169;0,213;0,245;0,255;0,304;0,38;0,484;0,583;0,648;0,736;0,784
Spain;ES24;Aragón;1494;1707;2525;1916;2397;3532;7325;11587;15754;20131;29135;24542;3228;3672;5566;3754;4568;6246;10627;16696;21703;34604;47151;49335;47720;913;953;1014;1034;1084;1104;1147;1192;1199;1195;1346;1325;0,732;0,754;0,604;0,578;0,589;0,447;0,346;0,211;0,128;0,089;0,075;0,064;0,116;0,102;0,188;0,178;0,182;0,257;0,297;0,336;0,348;0,332;0,278;0,225;0,152;0,144;0,208;0,244;0,229;0,296;0,357;0,453;0,524;0,579;0,648;0,711
Spain;ES12;Principado de Asturias;1053;885;1697;1445;2241;3276;6770;10380;12243;14538;20407;15502;2275;1905;3741;2830;4271;5792;9822;14957;16866;24990;33026;31161;10604;627;685;767;832;890;985;1049;1120;1106;1076;1083;1049;0,821;0,822;0,555;0,443;0,449;0,36;0,329;0,247;0,16;0,104;0,08;0,035;0,082;0,088;0,273;0,331;0,326;0,397;0,368;0,362;0,347;0,311;0,269;0,202;0,097;0,09;0,172;0,226;0,226;0,244;0,303;0,39;0,493;0,585;0,65;0,763
Spain;ES53;Illes Balears;458;623;864;866;1076;1731;4511;7987;12487;13954;19833;19836;989;1341;1904;1696;2052;3062;6544;11509;17202;23985;32097;39875;4992;312;326;352;392;417;446;529;643;712;862;1109;1124;0,705;0,639;0,384;0,436;0,417;0,334;0,208;0,124;0,04;0,033;0,029;0,009;0,149;0,192;0,339;0,267;0,28;0,271;0,265;0,23;0,21;0,191;0,143;0,126;0,146;0,169;0,277;0,297;0,304;0,395;0,527;0,646;0,749;0,775;0,828;0,865
Spain;ES70;Canarias;386;548;879;757;1509;2313;6412;12124;18047;24645;36178;29782;833;1179;1937;1483;2876;4089;9302;17470;24862;42363;58548;59867;7447;359;444;504;643;803;942;1135;1354;1500;1749;2122;2124;0,719;0,625;0,434;0,506;0,617;0,52;0,305;0,193;0,088;0,079;0,08;0,029;0,106;0,178;0,239;0,163;0,138;0,144;0,223;0,201;0,191;0,191;0,133;0,102;0,175;0,197;0,328;0,33;0,245;0,336;0,472;0,606;0,721;0,73;0,786;0,869
Spain;ES13;Cantabria;485;512;867;787;1026;1566;3262;4930;6022;7986;12146;8907;1048;1103;1911;1542;1955;2769;4732;7103;8296;13728;19657;17904;5321;276;303;345;385;403;431;467;510;530;534;592;585;0,71;0,679;0,459;0,467;0,422;0,379;0,329;0,248;0,149;0,106;0,078;0,032;0,136;0,12;0,24;0,246;0,291;0,325;0,338;0,339;0,325;0,32;0,261;0,211;0,154;0,201;0,301;0,287;0,287;0,296;0,333;0,413;0,526;0,573;0,662;0,758
Spain;ES42;Castilla-La Mancha;2128;2251;2899;2279;3338;4133;7971;11714;16273;21192;30289;26925;4597;4845;6390;4464;6362;7308;11564;16880;22417;36428;49019;54124;79462;1386;1537;1734;1884;2047;1979;1745;1657;1674;1745;2106;2061;0,772;0,774;0,699;0,698;0,651;0,597;0,466;0,318;0,179;0,141;0,124;0,088;0,111;0,108;0,157;0,136;0,154;0,17;0,23;0,281;0,327;0,342;0,28;0,222;0,117;0,118;0,143;0,165;0,195;0,233;0,304;0,401;0,494;0,517;0,595;0,69
Spain;ES41;Castilla y León;3362;3583;4518;3465;5853;7206;14064;20715;27510;35152;50048;39021;7263;7710;9958;6787;11156;12743;20403;29849;37898;60424;80995;78439;94226;2302;2363;2406;2627;2867;2854;2672;2586;2567;2479;2558;2476;0,803;0,778;0,644;0,634;0,609;0,542;0,443;0,306;0,186;0,116;0,102;0,069;0,072;0,073;0,15;0,15;0,154;0,2;0,23;0,278;0,298;0,308;0,27;0,207;0,125;0,149;0,206;0,216;0,237;0,258;0,326;0,416;0,516;0,576;0,628;0,724
Spain;ES51;Cataluña;6469;7574;11516;8944;10955;18575;43048;68090;92315;117652;172587;148754;13975;16300;25384;17520;20881;32846;62451;98114;127174;202236;279308;299023;32113;1966;2085;2558;2819;3199;3897;5020;5870;6098;6312;7524;7390;0,526;0,465;0,293;0,26;0,232;0,157;0,111;0,071;0,041;0,032;0,028;0,016;0,276;0,295;0,443;0,423;0,396;0,469;0,489;0,447;0,411;0,363;0,299;0,199;0,198;0,24;0,264;0,317;0,372;0,375;0,4;0,482;0,549;0,605;0,673;0,785
Spain;ES52;Comunidad Valenciana;2984;3218;5102;4366;5156;8581;19640;33940;48386;58387;88099;73849;6446;6925;11247;8553;9827;15174;28492;48905;66657;100363;142576;148450;23255;1588;1704;1820;2081;2295;2499;3039;3594;3875;4162;5112;4935;0,703;0,676;0,536;0,517;0,512;0,388;0,26;0,153;0,09;0,056;0,052;0,03;0,151;0,165;0,246;0,254;0,262;0,288;0,356;0,382;0,368;0,36;0,297;0,2;0,147;0,159;0,217;0,229;0,225;0,324;0,384;0,465;0,542;0,584;0,651;0,769
Spain;ES43;Extremadura;1039;1226;1493;1287;1773;2431;4229;6151;8859;10546;15807;12584;2244;2638;3292;2520;3380;4298;6135;8863;12204;18128;25581;25296;41635;882;991;1102;1201;1358;1372;1178;1078;1071;1071;1108;1091;0,8;0,777;0,694;0,751;0,732;0,634;0,525;0,376;0,239;0,182;0,141;0,097;0,102;0,112;0,154;0,081;0,077;0,142;0,165;0,185;0,223;0,238;0,205;0,166;0,098;0,112;0,152;0,168;0,191;0,224;0,31;0,439;0,538;0,58;0,654;0,737
Spain;ES11;Galicia;1901;2370;2987;2748;4259;5722;12566;20659;27856;32945;47984;40666;4107;5100;6585;5383;8118;10118;18230;29769;38375;56630;77655;81747;29574;1981;2064;2177;2488;2685;2637;2674;2796;2761;2732;2796;2732;0,862;0,835;0,751;0,706;0,687;0,626;0,546;0,44;0,31;0,203;0,174;0,067;0,059;0,071;0,11;0,112;0,119;0,151;0,188;0,226;0,253;0,287;0,258;0,208;0,079;0,094;0,14;0,182;0,194;0,223;0,265;0,334;0,437;0,51;0,568;0,725
Spain;ES30;Comunidad de Madrid;2252;2525;5086;4773;5953;11728;31124;55615;77921;113602;178627;147862;4864;5434;11212;9350;11347;20739;45152;80138;107344;195274;289082;297231;8028;775;879;1216;1496;1812;2570;3673;4602;4965;5289;6470;6379;0,342;0,363;0,12;0,107;0,095;0,059;0,03;0,018;0,01;0,004;0,004;0,003;0,207;0,195;0,324;0,29;0,294;0,347;0,361;0,319;0,274;0,236;0,195;0,111;0,451;0,442;0,556;0,602;0,61;0,594;0,61;0,663;0,716;0,761;0,801;0,887
Spain;ES62;Región de Murcia;634;779;1207;1072;1273;1850;4347;7108;10461;14868;23546;20054;1370;1677;2661;2099;2426;3271;6306;10242;14411;25558;38106;40313;11313;578;615;642;696;751;798;835;939;1047;1170;1466;1462;0,768;0,532;0,567;0,607;0,561;0,446;0,31;0,234;0,154;0,138;0,125;0,107;0,095;0,284;0,209;0,137;0,18;0,253;0,304;0,303;0,308;0,303;0,231;0,184;0,137;0,184;0,224;0,256;0,259;0,301;0,386;0,463;0,538;0,56;0,644;0,708
Spain;ES22;Comunidad Foral de Navarra;457;515;864;649;987;1463;3372;5189;7407;10934;16393;13467;988;1108;1906;1270;1880;2587;4892;7477;10204;18795;26530;27070;10390;308;312;338;352;381;406;461;504;522;550;639;636;0,719;0,702;0,564;0,597;0,529;0,403;0,28;0,163;0,076;0,068;0,054;0,05;0,111;0,117;0,195;0,159;0,208;0,302;0,393;0,418;0,442;0,432;0,399;0,281;0,17;0,181;0,242;0,244;0,264;0,295;0,327;0,419;0,482;0,5;0,547;0,669
Spain;ES21;País Vasco;2202;1971;3440;2803;4137;6788;16281;22909;28903;41477;60138;48485;4758;4242;7583;5490;7884;12003;23619;33011;39817;71297;97325;97464;7235;604;674;827;913;1033;1353;1827;2131;2126;2100;2181;2163;0,506;0,455;0,28;0,304;0,284;0,158;0,105;0,074;0,043;0,041;0,036;0,015;0,264;0,274;0,356;0,349;0,397;0,477;0,506;0,47;0,423;0,395;0,342;0,244;0,23;0,272;0,364;0,348;0,319;0,365;0,389;0,456;0,534;0,564;0,621;0,741
Spain;ES23;La Rioja;365;312;368;324;570;812;1637;2605;3626;4763;7080;5748;789;672;812;635;1087;1435;2375;3754;4996;8187;11458;11554;5045;189;188;198;215;230;231;236;252;265;267;323;313;0,677;0,645;0,562;0,554;0,528;0,477;0,381;0,232;0,139;0,117;0,094;0,069;0,151;0,168;0,214;0,2;0,201;0,269;0,324;0,383;0,405;0,386;0,337;0,282;0,172;0,187;0,224;0,246;0,271;0,254;0,295;0,385;0,456;0,498;0,568;0,649
Sweden;SE11;Stockholm;1449;2103;3391;7141;9159;13864;22864;25409;35518;52428;71326;80810;2264;3406;4612;8390;11977;18006;32017;34706;52858;92194;118500;135639;6519;473;572;713;878;1101;1271;1478;1528;1642;1823;2054;2210;0,215;0,169;0,113;0,068;0,041;0,025;0,014;0,01;0,007;0,007;0,002;0,004;0,383;0,389;0,366;0,36;0,383;0,405;0,29;0,224;0,204;0,181;0,138;0,137;0,402;0,442;0,521;0,572;0,575;0,57;0,696;0,766;0,79;0,812;0,86;0,859
Sweden;SE12;Östra Mellansverige;1868;2552;3267;5369;7469;10570;17347;20494;23695;26318;33646;36152;2919;4133;4443;6307;9766;13728;24291;27993;35262;46281;55898;60682;38609;914;964;1019;1043;1167;1248;1386;1423;1458;1492;1570;1630;0,529;0,486;0,402;0,305;0,199;0,128;0,08;0,051;0,041;0,038;0,017;0,024;0,304;0,319;0,357;0,418;0,492;0,523;0,464;0,399;0,346;0,323;0,245;0,233;0,167;0,195;0,241;0,276;0,31;0,349;0,455;0,55;0,613;0,638;0,738;0,743
Sweden;SE21;Småland med öarna;1119;1563;1847;2788;4353;5625;9254;11555;13293;14882;17859;18065;1748;2532;2512;3276;5692;7305;12959;15784;19782;26170;29671;30322;33332;643;656;675;680;725;734;768;774;784;781;812;831;0,605;0,567;0,478;0,389;0,292;0,204;0,126;0,088;0,065;0,052;0,027;0,043;0,23;0,253;0,312;0,346;0,419;0,46;0,455;0,421;0,375;0,378;0,292;0,278;0,165;0,179;0,21;0,264;0,289;0,337;0,419;0,491;0,56;0,57;0,681;0,679
Sweden;SE22;Sydsverige;1722;2637;3133;4874;6476;8581;14834;17408;20590;24146;30520;31745;2691;4270;4262;5726;8468;11144;20772;23777;30641;42460;50706;53284;13982;775;835;888;923;987;1027;1137;1177;1219;1280;1396;1451;0,495;0,428;0,337;0,282;0,202;0,149;0,094;0,067;0,045;0,041;0,016;0,032;0,295;0,309;0,345;0,368;0,424;0,447;0,396;0,35;0,317;0,296;0,211;0,19;0,21;0,264;0,317;0,35;0,374;0,403;0,51;0,583;0,638;0,663;0,773;0,778
Sweden;SE23;Västsverige;1988;2609;3922;6384;9437;12067;20553;24410;30571;35016;45005;49553;3106;4225;5334;7499;12339;15672;28780;33342;45495;61576;74771;83175;29418;999;1057;1140;1207;1328;1420;1569;1637;1713;1786;1879;1953;0,553;0,492;0,372;0,277;0,204;0,135;0,085;0,059;0,038;0,03;0,013;0,018;0,235;0,275;0,338;0,387;0,438;0,473;0,426;0,372;0,331;0,317;0,242;0,231;0,212;0,233;0,29;0,335;0,358;0,392;0,489;0,57;0,631;0,653;0,745;0,751
Sweden;SE31;Norra Mellansverige;1558;1986;2514;3653;5222;7155;10149;12654;13884;14836;17822;17257;2434;3216;3420;4291;6829;9292;14212;17284;20662;26089;29610;28966;63987;710;748;795;790;833;870;855;865;861;833;827;838;0,541;0,517;0,429;0,387;0,272;0,173;0,1;0,067;0,052;0,041;0,023;0,041;0,306;0,313;0,361;0,363;0,436;0,475;0,464;0,405;0,342;0,336;0,27;0,254;0,153;0,17;0,21;0,25;0,291;0,351;0,436;0,528;0,606;0,624;0,707;0,705
Sweden;SE32;Mellersta Norrland;892;945;1303;1839;2522;3667;4414;5601;6349;7051;9058;8224;1394;1530;1772;2160;3298;4763;6181;7651;9448;12398;15049;13803;71028;344;369;406;414;428;425;399;403;397;376;370;372;0,573;0,59;0,484;0,459;0,318;0,213;0,12;0,077;0,058;0,052;0,029;0,053;0,279;0,239;0,294;0,263;0,346;0,376;0,362;0,305;0,292;0,259;0,206;0,191;0,148;0,171;0,223;0,278;0,336;0,411;0,517;0,618;0,649;0,689;0,765;0,756
Sweden;SE33;Övre Norrland;706;869;1256;1773;2840;4235;5232;7252;8289;9062;13045;11935;1103;1408;1708;2083;3713;5500;7326;9906;12335;15935;21673;20032;153439;279;322;384;436;473;501;489;511;516;512;508;515;0,674;0,666;0,563;0,506;0,385;0,216;0,12;0,068;0,049;0,037;0,023;0,04;0,2;0,188;0,235;0,225;0,298;0,395;0,357;0,307;0,29;0,272;0,234;0,231;0,125;0,146;0,202;0,268;0,317;0,39;0,523;0,624;0,661;0,691;0,744;0,729
Switzerland;CH01;Région lémanique;2137;2730;3480;4217;6662;11190;18236;21044;26922;30009;38088;37788;2870;3555;3476;4343;6684;13304;24698;31203;44718;56305;82736;93542;8718;528;601;806;667;740;867;1050;1096;1231;1295;1462;1571;0,341;0,289;0,263;0,242;0,188;0,116;0,071;0,055;0,031;0,049;0,032;.;0,354;0,351;0,348;0,349;0,372;0,415;0,392;0,302;0,234;0,202;0,193;.;0,305;0,36;0,39;0,41;0,44;0,469;0,537;0,643;0,735;0,749;0,775;.
Switzerland;CH02;Espace Mittelland;3340;4139;5582;7049;11005;16461;23746;25968;30310;32395;37296;42735;4485;5390;5575;7260;11041;19571;32160;38504;50347;60781;81015;105789;10063;944;1036;1079;1154;1259;1397;1557;1539;1634;1656;1742;1826;0,339;0,303;0,273;0,243;0,122;0,088;0,099;0,085;0,054;0,076;0,059;.;0,435;0,439;0,443;0,444;0,48;0,52;0,516;0,418;0,326;0,287;0,284;.;0,226;0,258;0,284;0,314;0,398;0,392;0,385;0,496;0,62;0,638;0,657;.
Switzerland;CH03;Nordwestschweiz;1605;2054;2878;3789;6109;9766;16474;17977;20682;24316;29441;29810;2155;2675;2875;3902;6129;11611;22311;26655;34354;45623;63953;73793;1959;387;443;464;535;605;735;873;877;940;988;1061;1117;0,241;0,204;0,172;0,144;0,102;0,066;0,045;0,037;0,025;0,033;0,025;.;0,51;0,522;0,516;0,51;0,54;0,572;0,546;0,447;0,34;0,313;0,295;.;0,249;0,274;0,311;0,346;0,358;0,362;0,409;0,516;0,635;0,655;0,68;.
Switzerland;CH04;Zürich;1996;2566;3694;5092;8250;13590;22126;25609;31363;34897;42458;44827;2680;3341;3690;5244;8277;16157;29965;37971;52095;65477;92228;110967;1729;431;504;539;675;777;952;1108;1123;1179;1199;1351;1446;0,193;0,172;0,139;0,109;0,08;0,053;0,035;0,028;0,021;0,02;0,015;.;0,529;0,522;0,496;0,469;0,476;0,495;0,447;0,35;0,263;0,199;0,172;.;0,278;0,306;0,366;0,423;0,444;0,452;0,518;0,622;0,717;0,781;0,813;.
Switzerland;CH05;Ostschweiz;2194;2953;3253;3926;6104;8974;13772;15380;18761;20627;22772;25403;2947;3846;3249;4043;6124;10669;18652;22804;31162;38702;49466;62885;11521;611;707;706;699;752;821;903;907;988;1042;1094;1145;0,297;0,248;0,269;0,251;0,201;0,146;0,11;0,089;0,057;0,077;0,059;.;0,513;0,535;0,47;0,454;0,487;0,544;0,525;0,447;0,368;0,33;0,33;.;0,19;0,218;0,261;0,295;0,311;0,31;0,364;0,464;0,575;0,592;0,611;.
Switzerland;CH06;Zentralschweiz;979;1220;1573;1954;3105;4800;8060;9814;13571;14840;17366;19468;1315;1588;1571;2013;3115;5706;10916;14552;22542;27844;37723;48192;4483;275;307;324;375;407;461;534;558;620;677;740;782;0,401;0,357;0,333;0,296;0,248;0,182;0,133;0,102;0,074;0,084;0,063;.;0,357;0,365;0,365;0,378;0,413;0,472;0,476;0,411;0,342;0,285;0,271;.;0,242;0,278;0,303;0,325;0,339;0,347;0,392;0,487;0,583;0,631;0,666;.
Switzerland;CH07;Ticino;398;516;606;755;1310;2013;3522;4118;5292;6162;7479;9371;535;672;606;778;1314;2394;4770;6106;8790;11562;16247;23197;2813;139;156;156;161;175;196;245;266;282;308;336;350;0,458;0,419;0,373;0,295;0,183;0,106;0,049;0,033;0,017;0,025;0,016;.;0,336;0,32;0,338;0,365;0,429;0,453;0,426;0,316;0,248;0,273;0,261;.;0,206;0,261;0,289;0,341;0,388;0,441;0,525;0,651;0,736;0,701;0,723;.
United Kingdom;UKI;London Counties;38821;41420;50338;72063;69829;90169;116077;114967;142099;209363;297249;352804;48839;53115;65944;96164;95189;125368;168190;181227;201223;347632;439110;581061;1572;5982;6441;6882;7628;7220;7171;7423;6688;6859;7277;8068;8637;0,016;0,024;0,009;0,009;0,006;0,004;0,001;0,008;0,003;0,003;0,001;0,001;0,346;0,339;0,414;0,398;0,413;0,392;0,35;0,315;0,203;0,139;0,108;0,099;0,638;0,638;0,576;0,594;0,581;0,604;0,649;0,677;0,795;0,858;0,891;0,9
United Kingdom;UKH+UKJ;Rest of SouthEast;26065;32307;37355;57991;54495;78927;112386;165472;230165;305646;375813;368095;32792;41430;48936;77385;74285;109737;162842;260839;325931;507504;555168;606245;38215;5602;6274;6996;7793;9142;10274;11243;11978;11938;13101;14369;15012;0,152;0,137;0,125;0,07;0,088;0,058;0,04;0,023;0,024;0,017;0,009;0,012;0,295;0,273;0,283;0,268;0,375;0,41;0,401;0,402;0,285;0,218;0,177;0,158;0,552;0,589;0,592;0,662;0,537;0,531;0,559;0,576;0,692;0,765;0,814;0,83
United Kingdom;UKK;SouthWest;11092;12219;13430;17183;20646;26948;38365;52283;73158;94597;115043;117476;13954;15669;17594;22930;28144;37467;55590;82416;103597;157071;169947;193480;23800;2601;2719;2806;2913;3312;3484;3848;4281;4572;4895;5252;5463;0,158;0,158;0,144;0,105;0,108;0,079;0,056;0,044;0,035;0,027;0,017;0,018;0,344;0,325;0,349;0,284;0,35;0,365;0,378;0,334;0,281;0,224;0,189;0,177;0,498;0,517;0,507;0,611;0,542;0,556;0,566;0,622;0,684;0,749;0,793;0,805
United Kingdom;UKG;West Midlands;11831;13461;16409;26455;32094;42716;56668;61591;80152;97432;109408;111661;14884;17262;21497;35303;43749;59391;82109;97089;113501;161779;161622;183904;13000;2984;3245;3596;3921;4423;4723;5073;5135;5093;5249;5567;5753;0,09;0,077;0,061;0,047;0,043;0,03;0,023;0,019;0,017;0,015;0,01;0,012;0,587;0,54;0,605;0,53;0,597;0,637;0,569;0,471;0,384;0,292;0,22;0,188;0,323;0,383;0,335;0,423;0,36;0,333;0,409;0,51;0,598;0,692;0,77;0,801
United Kingdom;UKF;East  Midlands;9798;11183;12283;15760;21374;28062;35424;47707;64071;78567;93157;91261;12326;14341;16091;21030;29137;39017;51327;75203;90729;130455;137615;150304;15627;2274;2494;2686;2909;3196;3403;3614;3790;3908;4146;4496;4670;0,103;0,112;0,098;0,078;0,077;0,052;0,039;0,03;0,023;0,019;0,012;0,012;0,44;0,503;0,552;0,496;0,55;0,494;0,516;0,409;0,376;0,279;0,229;0,188;0,457;0,385;0,349;0,426;0,373;0,454;0,445;0,561;0,601;0,702;0,759;0,801
United Kingdom;UKC+UKD;North;34569;39556;43427;40955;65707;79778;101145;117118;140899;164085;189958;192565;43490;50725;56891;54651;89569;110921;146554;184617;199523;272452;280614;317151;22757;7714;8452;9051;9307;9517;9727;9940;9549;9199;9237;9608;9817;0,048;0,046;0,04;0,041;0,032;0,024;0,019;0,015;0,014;0,012;0,007;0,008;0,543;0,542;0,567;0,435;0,543;0,531;0,493;0,39;0,335;0,255;0,2;0,16;0,41;0,412;0,393;0,524;0,425;0,444;0,488;0,595;0,652;0,733;0,793;0,831
United Kingdom;UKE;Yorks  & Humberside;13865;15947;18693;22731;29591;36463;48261;58587;71343;88907;102626;102277;17442;20449;24488;30333;40338;50697;69928;92353;101027;147625;151604;168448;15420;3357;3698;3961;4379;4349;4438;4613;4831;4802;4948;5251;5407;0,057;0,054;0,045;0,045;0,037;0,029;0,02;0,022;0,012;0,016;0,01;0,012;0,579;0,573;0,605;0,505;0,577;0,564;0,523;0,426;0,347;0,264;0,212;0,181;0,364;0,373;0,35;0,45;0,386;0,408;0,457;0,552;0,641;0,721;0,778;0,807
United Kingdom;UKL;Wales;7579;9112;10815;13559;15394;20684;26074;30528;40501;46532;53409;52011;9535;11685;14169;18094;20985;28758;37779;48122;57352;77264;78899;85661;20779;2013;2377;2631;2550;2599;2639;2722;2785;2810;2894;3047;3121;0,126;0,116;0,103;0,105;0,086;0,061;0,046;0,039;0,035;0,023;0,018;0,021;0,467;0,482;0,487;0,356;0,475;0,474;0,465;0,38;0,322;0,233;0,208;0,191;0,407;0,402;0,41;0,539;0,439;0,464;0,489;0,581;0,643;0,744;0,774;0,788
United Kingdom;UKM;Scotland;18671;19881;23608;29220;31756;40019;52300;64469;81486;98011;120881;118644;23489;25495;30928;38993;43288;55641;75781;101625;115390;162740;178571;195404;78387;4472;4731;4867;4816;5096;5171;5224;5140;4979;5052;5272;5376;0,12;0,111;0,095;0,082;0,076;0,06;0,042;0,034;0,029;0,024;0,02;0,016;0,475;0,477;0,478;0,412;0,48;0,458;0,436;0,365;0,3;0,228;0,207;0,177;0,406;0,412;0,426;0,507;0,445;0,483;0,522;0,601;0,67;0,748;0,772;0,807
United Kingdom;UKN;Northern Ireland;3832;3662;4798;5053;6964;8922;12261;14805;20615;27913;33547;32081;4821;4696;6286;6743;9493;12405;17765;23337;29193;46348;49556;52836;13843;1237;1249;1254;1282;1371;1420;1525;1512;1564;1673;1798;1854;0,34;0,328;0,26;0,26;0,178;0,133;0,083;0,057;0,043;0,031;0,023;0,033;0,364;0,346;0,396;0,396;0,435;0,431;0,436;0,33;0,267;0,239;0,197;0,198;0,296;0,326;0,343;0,343;0,387;0,435;0,482;0,613;0,69;0,73;0,78;0,769
IRELAND;IE0;Ireland;8738;8350;7680;8965;10231;12127;18289;29047;41459;81716;99242;124593;10928;10619;10868;12221;13827;16453;25463;41886;61973;150458;220503;249194;70273;3222;3190;3143;2971;2962;2832;2962;3394;3517;3843;4508;4642;0,525;0,505;0,525;0,537;0,411;0,364;0,268;0,174;0,14;0,074;0,049;0,056;0,177;0,168;0,128;0,136;0,227;0,244;0,303;0,321;0,277;0,277;0,194;0,184;0,298;0,327;0,348;0,328;0,361;0,391;0,428;0,505;0,582;0,649;0,757;0,76
LUXEMBOURG;LU00;Luxembourg (state);1277;1598;1485;1977;2481;3126;4418;5700;8820;14422;18766;21691;1204;1686;2228;3142;3943;4986;7986;8751;13484;27929;29065;38716;2586;236;260;270;300;296;314;339;364;383;439;498;569;0,432;0,432;0,354;0,287;0,23;0,148;0,075;0,051;0,028;0,017;0,013;0,009;0,384;0,384;0,389;0,381;0,405;0,428;0,428;0,329;0,292;0,238;0,201;0,194;0,184;0,184;0,257;0,332;0,366;0,424;0,498;0,62;0,68;0,744;0,785;0,797